date	account	category	amount	currency	converted amount	currency	description
11.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
11.04.2024	Наличные	Машина	-2800	UAH	-2800	UAH	Масло фильтр масляный машина
11.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Снято с карточки
11.04.2024	Наличные	Еда	-150	UAH	-150	UAH	
11.04.2024	Наличные	Еда	-121	UAH	-121	UAH	
11.04.2024	Наличные	Еда	-60	UAH	-60	UAH	
11.04.2024	Наличные	Жилье	-30	UAH	-30	UAH	Скатерти одноразовые 
12.04.2024	Наличные	Еда	-121	UAH	-121	UAH	
14.04.2024	Наличные	Еда	-365	UAH	-365	UAH	Салааты
14.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
14.04.2024	Наличные	Жилье	-600	UAH	-600	UAH	Уборка
14.04.2024	Наличные	Сбережения	100	UAH	100	UAH	Взято в тумбочке
16.04.2024	Наличные	Еда	-73	UAH	-73	UAH	
17.04.2024	Наличные	Гигиена	-622	UAH	-622	UAH	Космо мне
17.04.2024	Наличные	Еда	-25	UAH	-25	UAH	
17.04.2024	Наличные	Еда	-264	UAH	-264	UAH	
18.04.2024	Наличные	Еда	-282	UAH	-282	UAH	
18.04.2024	Наличные	Еда	-59	UAH	-59	UAH	
18.04.2024	Наличные	Еда	-328	UAH	-328	UAH	
19.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
19.04.2024	Наличные	Еда	-100	UAH	-100	UAH	
19.04.2024	Наличные	Еда	-820	UAH	-820	UAH	Молочка
19.04.2024	Наличные	Еда	-60	UAH	-60	UAH	Орехи
19.04.2024	Наличные	Здоровье	-195	UAH	-195	UAH	Аптека
19.04.2024	Наличные	Развлечения	-415	UAH	-415	UAH	Сигареты
20.04.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
20.04.2024	Наличные	Жилье	-600	UAH	-600	UAH	Уборка Оксана
20.04.2024	Наличные	Еда	-40	UAH	-40	UAH	Хлеб
22.04.2024	Наличные	Здоровье	-49	UAH	-49	UAH	Аптека мне
22.04.2024	Наличные	Еда	-278	UAH	-278	UAH	
22.04.2024	Наличные	Еда	-40	UAH	-40	UAH	
22.04.2024	Наличные	Еда	-506	UAH	-506	UAH	
24.04.2024	Наличные	Еда	-25	UAH	-25	UAH	Батон
24.04.2024	Наличные	Развлечения	-83	UAH	-83	UAH	Сигареты
26.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
26.04.2024	Наличные	Еда	-81	UAH	-81	UAH	
26.04.2024	Наличные	Еда	-345	UAH	-345	UAH	
26.04.2024	Наличные	Развлечения	-830	UAH	-830	UAH	Сигареты
26.04.2024	Наличные	Здоровье	-280	UAH	-280	UAH	Аптека
28.04.2024	Наличные	Сбережения	1000	UAH	1000	UAH	Взято в тумбочке
28.04.2024	Наличные	Еда	-500	UAH	-500	UAH	
29.04.2024	Наличные	Здоровье	-190	UAH	-190	UAH	Аптека мне
29.04.2024	Наличные	Еда	-44	UAH	-44	UAH	Молоко
29.04.2024	Наличные	Сбережения	2000	UAH	2000	UAH	Взято в тумбочке
30.04.2024	Наличные	Здоровье	-1300	UAH	-1300	UAH	Анализы мне
30.04.2024	Наличные	Жилье	-250	UAH	-250	UAH	Всякое разное домой
30.04.2024	Наличные	Еда	-12	UAH	-12	UAH	
30.04.2024	Наличные	Еда	-136	UAH	-136	UAH	
01.05.2024	Наличные	Еда	-121	UAH	-121	UAH	
01.05.2024	Наличные	Развлечения	-300	UAH	-300	UAH	Др работа
02.05.2024	Наличные	Еда	-55	UAH	-55	UAH	
03.05.2024	Наличные	Сбережения	4000	UAH	4000	UAH	Взято в тумбочке
03.05.2024	Наличные	Здоровье	-49	UAH	-49	UAH	Аптека мне
03.05.2024	Наличные	Еда	-40	UAH	-40	UAH	
03.05.2024	Наличные	Еда	-220	UAH	-220	UAH	
03.05.2024	Наличные	Жилье	-25	UAH	-25	UAH	Полотенце 
03.05.2024	Наличные	Еда	-65	UAH	-65	UAH	
04.05.2024	Наличные	Еда	-316	UAH	-316	UAH	
04.05.2024	Наличные	Машина	-1560	UAH	-1560	UAH	Бензин машина
04.05.2024	Наличные	Еда	-150	UAH	-150	UAH	
04.05.2024	Наличные	Еда	-112	UAH	-112	UAH	
04.05.2024	Наличные	Жилье	-800	UAH	-800	UAH	Уборка Оксана
04.05.2024	Наличные	Еда	-238	UAH	-238	UAH	
04.05.2024	Наличные	Еда	-145	UAH	-145	UAH	
06.05.2024	Наличные	Еда	-162	UAH	-162	UAH	
06.05.2024	Наличные	Здоровье	-46	UAH	-46	UAH	Аптека мне
06.05.2024	Наличные	Еда	-20	UAH	-20	UAH	
06.05.2024	Наличные	Развлечения	-83	UAH	-83	UAH	Сигареты
07.05.2024	Наличные	Еда	-95	UAH	-95	UAH	
07.05.2024	Наличные	Еда	-28	UAH	-28	UAH	
07.05.2024	Наличные	Развлечения	-332	UAH	-332	UAH	Сигареты
04.07.2023	Наличные	InitialBalance	430	UAH	430	UAH	
